6.520528, 0.164321, 0.022478, 0.000000
6.515942, 0.164310, 0.022555, 0.000000
6.518839, 0.165846, 0.021858, 0.000000
6.522002, 0.169148, 0.021865, 0.000000
6.533107, 0.168771, 0.021712, 0.000000
6.531515, 0.169062, 0.022470, 0.000000
6.530184, 0.167121, 0.021482, 0.000000
6.528012, 0.170527, 0.022336, 0.000000
6.527413, 0.169944, 0.022369, 0.000000
6.519482, 0.171409, 0.022459, 0.000000
6.512156, 0.167801, 0.022399, 0.000000
6.510393, 0.165819, 0.022199, 0.000000
6.501076, 0.170322, 0.023303, 0.000000
6.501690, 0.165831, 0.023680, 0.000000
6.491514, 0.166428, 0.021503, 0.000000
6.475048, 0.161533, 0.022888, 0.000000
6.464681, 0.161105, 0.023026, 0.000000
6.478730, 0.159936, 0.022277, 0.000000
6.490419, 0.160168, 0.023670, 0.000000
6.493860, 0.163542, 0.023361, 0.000000
6.495286, 0.161961, 0.022001, 0.000000
6.507767, 0.159857, 0.023686, 0.000000
6.492515, 0.159034, 0.023062, 0.000000
6.491644, 0.159128, 0.022251, 0.000000
6.489718, 0.163871, 0.022367, 0.000000
6.495677, 0.164039, 0.023333, 0.000000
6.497910, 0.165632, 0.021993, 0.000000
6.507326, 0.163238, 0.023324, 0.000000
6.515111, 0.160218, 0.023524, 0.000000
6.522338, 0.162823, 0.023307, 0.000000
6.518321, 0.160910, 0.023003, 0.000000
6.508957, 0.159090, 0.023538, 0.000000
6.502564, 0.163449, 0.022913, 0.000000
6.506591, 0.163968, 0.023570, 0.000000
6.498409, 0.164598, 0.021998, 0.000000
6.503806, 0.164924, 0.022165, 0.000000
6.497926, 0.164741, 0.023317, 0.000000
6.500799, 0.168440, 0.022542, 0.000000
6.505394, 0.166290, 0.022475, 0.000000
6.504766, 0.161406, 0.023252, 0.000000
6.498520, 0.162248, 0.023733, 0.000000
6.511917, 0.165104, 0.023565, 0.000000
6.522042, 0.160385, 0.022501, 0.000000
6.516473, 0.160320, 0.022157, 0.000000
6.510890, 0.157270, 0.023420, 0.000000
6.503590, 0.160015, 0.022785, 0.000000
6.505727, 0.158958, 0.022810, 0.000000
6.507177, 0.160856, 0.022744, 0.000000
6.500095, 0.160590, 0.023049, 0.000000
6.496503, 0.161327, 0.023593, 0.000000
6.518295, 0.163101, 0.021975, 0.000000
6.518343, 0.162695, 0.022304, 0.000000
6.491413, 0.163792, 0.023054, 0.000000
6.485350, 0.168889, 0.023175, 0.000000
6.490736, 0.167789, 0.022228, 0.000000
6.488592, 0.169884, 0.022731, 0.000000
6.488342, 0.167054, 0.022764, 0.000000
6.495588, 0.163863, 0.022766, 0.000000
6.508457, 0.161929, 0.022670, 0.000000
6.525829, 0.163584, 0.023304, 0.000000
6.517690, 0.165974, 0.023590, 0.000000
6.520873, 0.163350, 0.022585, 0.000000
6.518096, 0.162067, 0.023106, 0.000000
6.520870, 0.164915, 0.023638, 0.000000
6.512459, 0.165869, 0.023036, 0.000000
6.502292, 0.165886, 0.022564, 0.000000
6.493832, 0.164603, 0.022619, 0.000000
6.481997, 0.163425, 0.022209, 0.000000
6.481043, 0.165514, 0.022706, 0.000000
6.487923, 0.161572, 0.022904, 0.000000
6.496913, 0.162913, 0.023214, 0.000000
6.506647, 0.162669, 0.022969, 0.000000
6.508337, 0.164616, 0.022281, 0.000000
6.513178, 0.167043, 0.022799, 0.000000
6.514984, 0.168958, 0.022697, 0.000000
6.505167, 0.170984, 0.020605, 0.000000
6.510785, 0.166857, 0.023089, 0.000000
6.518012, 0.171171, 0.022687, 0.000000
6.508047, 0.168025, 0.022977, 0.000000
6.508562, 0.162957, 0.023409, 0.000000
6.493187, 0.160405, 0.023651, 0.000000
6.494345, 0.161193, 0.022393, 0.000000
6.511782, 0.163177, 0.022541, 0.000000
6.512371, 0.166791, 0.022740, 0.000000
6.529407, 0.166940, 0.022654, 0.000000
6.529194, 0.170120, 0.022187, 0.000000
6.531114, 0.169853, 0.022576, 0.000000
6.529764, 0.172758, 0.022163, 0.000000
6.532826, 0.166301, 0.021938, 0.000000
6.530307, 0.167161, 0.021480, 0.000000
6.523981, 0.167370, 0.021469, 0.000000
6.522140, 0.166045, 0.022136, 0.000000
6.498050, 0.165532, 0.023164, 0.000000
6.494601, 0.163679, 0.023710, 0.000000
6.497340, 0.165289, 0.023333, 0.000000
6.507439, 0.164958, 0.022977, 0.000000
6.505719, 0.163733, 0.022741, 0.000000
6.498037, 0.165732, 0.023149, 0.000000
6.505927, 0.164336, 0.022888, 0.000000
6.499395, 0.165430, 0.022169, 0.000000
6.501812, 0.167700, 0.022620, 0.000000
6.500241, 0.167360, 0.022057, 0.000000
6.500293, 0.167674, 0.023357, 0.000000
6.498519, 0.167644, 0.022515, 0.000000
6.505718, 0.166952, 0.022702, 0.000000
6.507363, 0.164873, 0.022604, 0.000000
6.527726, 0.165886, 0.021751, 0.000000
6.542387, 0.168085, 0.022612, 0.000000
6.535121, 0.166544, 0.022625, 0.000000
6.535220, 0.165485, 0.021302, 0.000000
6.525866, 0.163866, 0.023370, 0.000000
6.511453, 0.159881, 0.023556, 0.000000
6.522067, 0.160163, 0.022159, 0.000000
6.535057, 0.161273, 0.023296, 0.000000
6.521497, 0.163360, 0.022511, 0.000000
6.525529, 0.166109, 0.022509, 0.000000
6.526037, 0.162867, 0.022669, 0.000000
6.538825, 0.163253, 0.022542, 0.000000
6.525184, 0.160906, 0.022488, 0.000000
6.531294, 0.163648, 0.022841, 0.000000
6.524122, 0.164242, 0.022300, 0.000000
6.521584, 0.169369, 0.022021, 0.000000
6.518550, 0.166091, 0.022139, 0.000000
6.537550, 0.165880, 0.022527, 0.000000
6.528808, 0.166856, 0.022277, 0.000000
6.535655, 0.167425, 0.022474, 0.000000
6.543051, 0.171342, 0.021831, 0.000000
6.537584, 0.170816, 0.022051, 0.000000
6.534147, 0.171017, 0.021104, 0.000000
6.542382, 0.173683, 0.022531, 0.000000
6.538817, 0.172303, 0.021464, 0.000000
6.532789, 0.173297, 0.021104, 0.000000
6.534725, 0.174869, 0.021654, 0.000000
6.534181, 0.174269, 0.021261, 0.000000
6.535151, 0.169343, 0.022732, 0.000000
6.542629, 0.167662, 0.021822, 0.000000
6.540031, 0.165688, 0.023758, 0.000000
6.534606, 0.166342, 0.022085, 0.000000
6.530968, 0.167481, 0.021621, 0.000000
6.523860, 0.167035, 0.022800, 0.000000
6.503363, 0.165130, 0.023065, 0.000000
6.486310, 0.164208, 0.022568, 0.000000
6.493617, 0.161822, 0.023908, 0.000000
6.501365, 0.162412, 0.022843, 0.000000
6.504723, 0.163395, 0.022645, 0.000000
6.505810, 0.158979, 0.022892, 0.000000
6.498376, 0.163004, 0.022398, 0.000000
6.503081, 0.163907, 0.022770, 0.000000
6.503734, 0.162458, 0.023244, 0.000000
6.492720, 0.160851, 0.022995, 0.000000
6.497462, 0.159183, 0.023005, 0.000000
6.492387, 0.162953, 0.022578, 0.000000
6.491532, 0.162156, 0.023103, 0.000000
6.481750, 0.162427, 0.023509, 0.000000
6.487977, 0.163834, 0.023727, 0.000000
6.499500, 0.162936, 0.022351, 0.000000
6.506114, 0.162388, 0.023846, 0.000000
6.510235, 0.163652, 0.023307, 0.000000
6.513593, 0.164447, 0.022495, 0.000000
6.510994, 0.165054, 0.022599, 0.000000
6.524264, 0.165412, 0.022948, 0.000000
6.519575, 0.162190, 0.022578, 0.000000
6.510946, 0.163838, 0.022735, 0.000000
6.520913, 0.163705, 0.021762, 0.000000
6.535351, 0.163420, 0.022594, 0.000000
6.525116, 0.165471, 0.021588, 0.000000
6.533264, 0.169098, 0.022470, 0.000000
6.535049, 0.172230, 0.022085, 0.000000
6.538098, 0.170191, 0.022811, 0.000000
6.543813, 0.169995, 0.022538, 0.000000
6.536884, 0.166043, 0.022752, 0.000000
6.536288, 0.163922, 0.022426, 0.000000
6.535689, 0.163053, 0.022805, 0.000000
6.521748, 0.162582, 0.022822, 0.000000
6.512139, 0.164752, 0.022585, 0.000000
6.507822, 0.164515, 0.023337, 0.000000
6.506301, 0.162439, 0.022790, 0.000000
6.507707, 0.160385, 0.022720, 0.000000
6.514108, 0.165565, 0.022422, 0.000000
6.518248, 0.166979, 0.022340, 0.000000
6.528064, 0.167813, 0.022436, 0.000000
6.531904, 0.167680, 0.022127, 0.000000
6.539789, 0.167796, 0.021992, 0.000000
6.551716, 0.168767, 0.022077, 0.000000
6.563412, 0.167878, 0.022254, 0.000000
6.576528, 0.170972, 0.021495, 0.000000
6.587273, 0.172331, 0.021024, 0.000000
6.609040, 0.177216, 0.020286, 0.000000
6.614027, 0.177528, 0.021363, 0.000000
6.617753, 0.175848, 0.020586, 0.000000
6.628241, 0.178662, 0.019806, 0.000000
6.654782, 0.180218, 0.019374, 0.000000
6.672855, 0.181612, 0.018387, 0.000000
6.715461, 0.191314, 0.020117, 0.000000
6.847141, 0.183329, 0.019634, 0.000000
